OTU#,Genus RDP,Kingdom,Phylum,Class ,Order,Family,Genus ,Species,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12 
OTU317,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_Chitinophaga,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Chitinophaga,,,0,0,0,0.000206384,0,0.000148951,0,0,0.000174345,0,0.000106822,0.000247525
OTU318,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_Ferruginibacter,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Ferruginibacter,,,0.009812779,0.003972075,0.003453425,0.02100532,0.017810611,0.024457817,0.012098741,0.010437586,0.016606372,0.017344347,0.000356075,0.01369637
OTU319,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_Filimonas,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Filimonas,,,0.000627416,0.000782378,0.000653351,0.001490552,0.001262592,0.001221401,0.001170846,0.000951274,0.001917796,0.001395785,0.000106822,0.000990099
OTU320,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_Flavihumibacter,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavihumibacter,,,0,0,0,0,0.000268637,0.000297903,0.000121963,0.000105697,0.000261518,0.000205936,0,0.000330033
OTU321,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_Flavisolibacter,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavisolibacter,,,0.000602319,0.000260793,0.000210006,0.001008989,0.00131632,0.001161821,0.000731779,0.000819152,0.001067864,0.000983914,0,0.000412541
OTU322,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_Flavitalea,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Flavitalea,,,0.000326256,0.000300915,0.000140004,0.000275179,0.000268637,0.000178742,0.000341497,0.000475637,0.000501242,0.00052628,0.000213645,0.000165017
OTU323,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_Lacibacter,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Lacibacter,,,0.000953672,0.000561708,0.000816688,0.001261236,0.000698455,0.000983079,0.002341692,0.003620125,0.001503727,0.001052559,0,0.000330033
OTU324,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_Niabella,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Niabella,,,0.000577222,0.000361098,0.000396677,0.001375894,0.00110141,0.001400143,0.000634208,0.000528485,0.001438347,0.001212731,0,0.000412541
OTU325,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_Niastella,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Niastella,,,0.001430507,0.000220671,0.000793354,0.001238305,0.001423774,0.000893708,0.00287833,0.00179685,0.000937105,0.000640688,0.000178037,0.000412541
OTU326,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_Sediminibacterium,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Sediminibacterium,,,0.001279928,0.000882683,0.000513347,0.001375894,0.000913365,0.001310772,0.001585521,0.001030546,0.001678072,0.00146443,0.00014243,0.001155116
OTU327,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_Segetibacter,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Segetibacter,,,0.001681474,0.000341037,0.000396677,0.00277472,0.002605776,0.003008818,0.001561128,0.001691153,0.001481933,0.002379699,0.000178037,0.00049505
OTU328,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_Terrimonas,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,Terrimonas,,,0.008432465,0.00244744,0.004153444,0.012474775,0.01259906,0.012601287,0.010220509,0.010781101,0.013184849,0.012058669,0.008581399,0.007920792
OTU329,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_other_Filimonas,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,other,Filimonas,,0.00022587,0.000240732,0.000420011,0,0,0,0.000195141,0.00018497,0,0.00013729,0,0
OTU330,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_other_Lacibacter,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,other,Lacibacter,,0,0,0.000256674,0,0,0,0,0,0,0,0,0
OTU331,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_unknown_Chitinophaga,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,unknown,Chitinophaga,,0,0,0,0,0,0,0,0,0.000130759,0.000114409,0.001602336,0
OTU332,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_unknown_Crenotalea,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,unknown,Crenotalea,,0.001079155,0.000341037,0.000420011,0.001261236,0.001128274,0.001727836,0.001122061,0.001638305,0.000915312,0.00146443,0,0.001320132
OTU333,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_unknown_Ferruginibacter,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,unknown,Ferruginibacter,,0.002308889,0.001404269,0.001306702,0.005365988,0.004110141,0.004408961,0.003634501,0.003276609,0.005056008,0.004828044,0.000783364,0.002310231
OTU334,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_unknown_Filimonas,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,unknown,Filimonas,,0.002861015,0.002367196,0.001376703,0.005113741,0.004593687,0.004379171,0.003341789,0.003329458,0.004663732,0.004210237,0.000783364,0.003135314
OTU335,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_unknown_Flavihumibacter,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,unknown,Flavihumibacter,,0.000376449,0.000140427,0.00011667,0.000366905,0.000617864,0.000327693,0.000365889,0.00018497,0.000675587,0.000388989,0.000106822,0.000165017
OTU336,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_unknown_Flavisolibacter,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,unknown,Flavisolibacter,,0.000828189,0.000561708,0.000326675,0.002270226,0.002068502,0.002383222,0.001756269,0.001294789,0.003377937,0.002036473,0,0.002227723
OTU337,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_unknown_Flavitalea,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,unknown,Flavitalea,,0.000853285,0.00060183,0.000723353,0.001238305,0.001020819,0.001340562,0.001365987,0.000581334,0.001002484,0.001121204,0.000890187,0.000990099
OTU338,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_unknown_Lacibacter,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,unknown,Lacibacter,,0.000351353,0.000240732,0.000186672,0.000665016,0.000752183,0.000446854,0.000365889,0.000502061,0.000261518,0.00052628,0.000462897,0
OTU339,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_unknown_Niabella,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,unknown,Niabella,,0.000677609,0.000381159,0.000350009,0.001261236,0.001235729,0.001340562,0.00056103,0.000634182,0.001307588,0.000938151,0,0.00049505
OTU340,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_unknown_Niastella,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,unknown,Niastella,,0.000376449,0.00020061,0.00023334,0.000573289,0.001128274,0.001132031,0.000682993,0.000660607,0.001416554,0.000983914,0.000997009,0.000742574
OTU341,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_unknown_Parasegetibacter,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,unknown,Parasegetibacter,,0.000100386,0,0,0,0,0.000148951,0.000146356,0.000158546,0,0.00013729,0,0
OTU342,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_unknown_Sediminibacterium,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,unknown,Sediminibacterium,,0.000727802,0.000541647,0.000560015,0.001100715,0.000429819,0.000744757,0.001341594,0.000766304,0.000544828,0.000411871,0,0.00049505
OTU343,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_unknown_Segetibacter,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,unknown,Segetibacter,,0.001305024,0.000581769,0.000443345,0.002155568,0.001880457,0.002323642,0.001414772,0.000924849,0.002135728,0.001761893,0.001281869,0.001072607
OTU344,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Chitinophagaceae_unknown_Terrimonas,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Chitinophagaceae,unknown,Terrimonas,,0.002911208,0.001103354,0.001376703,0.004104751,0.004056414,0.004379171,0.003658894,0.0035937,0.00374842,0.003661076,0.006516166,0.001567657
OTU345,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Cyclobacteriaceae_Aquiflexum,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Cyclobacteriaceae,Aquiflexum,,,0,0,0.00011667,0.000137589,0.000161182,0.000238322,0.000365889,0.000132121,0.000217931,0,0,0
OTU346,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Cyclobacteriaceae_other_Aquiflexum,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Cyclobacteriaceae,other,Aquiflexum,,0.000100386,0.000461403,0.000140004,0,0.000107455,0,0.000121963,0,0.000108966,0.000160172,0.000106822,0
OTU347,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Cyclobacteriaceae_other_Cecembia,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Cyclobacteriaceae,other,Cecembia,,0,0.000160488,0,0,0,0.000148951,0,0,0.000108966,0.00013729,0,0
OTU348,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Cyclobacteriaceae_other_Indibacter,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Cyclobacteriaceae,other,Indibacter,,0,0,0,0,0,0,0.000121963,0,0,0,0,0
OTU349,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Cyclobacteriaceae_other_Nitritalea,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Cyclobacteriaceae,other,Nitritalea,,0,0,0.000186672,0,0,0,0,0,0,0,0,0
OTU350,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Cyclobacteriaceae_unknown_Aquiflexum,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Cyclobacteriaceae,unknown,Aquiflexum,,0.002861015,0.002066281,0.003943438,0.004563383,0.004405641,0.00431959,0.005366377,0.005919036,0.005426492,0.004690753,0.000783364,0.002475248
OTU351,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Cyclobacteriaceae_unknown_Cecembia,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Cyclobacteriaceae,unknown,Cecembia,,0.000577222,0.000280854,0.00023334,0.000687947,0.001074547,0.000983079,0.000682993,0.000634182,0.000937105,0.000709333,0.000356075,0.000577558
OTU352,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Cyclobacteriaceae_unknown_Indibacter,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Cyclobacteriaceae,unknown,Indibacter,,0.00015058,0,0,0.000321042,0,0.000208532,0,0.000132121,0.000370483,0.000160172,0,0.000330033
OTU353,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Cyclobacteriaceae_unknown_Nitritalea,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Cyclobacteriaceae,unknown,Nitritalea,,0.00022587,0.000220671,0,0.000160521,0.000134318,0,0,0.000132121,0.000283311,0.000205936,0,0
OTU354,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Fodinibius_unknown_Fodinibius,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Fodinibius,unknown,Fodinibius,,0,0.000140427,0,0,0,0,0,0,0,0,0,0
OTU355,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Rhodothermaceae_unknown_Salisaeta,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Rhodothermaceae,unknown,Salisaeta,,0,0,0,0,0,0,0,0.000105697,0,0,0.000106822,0
OTU356,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Saprospiraceae_Aureispira,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Aureispira,,,0,0,0,0.000114658,0,0,0,0,0,0,0,0
OTU357,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Saprospiraceae_Haliscomenobacter,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Haliscomenobacter,,,0.002158309,0.000962927,0.000980026,0.003485599,0.002659503,0.002502383,0.002219729,0.002642427,0.002615177,0.00331785,0.000213645,0.00189769
OTU358,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Saprospiraceae_Saprospira,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,Saprospira,,,0,0,0,0.000252247,0,0.000119161,0,0.000105697,0.000130759,0.000114409,0,0
OTU359,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Saprospiraceae_other_Haliscomenobacter,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,other,Haliscomenobacter,,0,0.000160488,0.00011667,0.000160521,0,0,0.000121963,0,0.000174345,0,0,0.000247525
OTU360,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Saprospiraceae_unknown_Aureispira,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,unknown,Aureispira,,0.000376449,0,0,0,0.000188046,0.000208532,0.000170748,0.000449213,0.000196138,0.000366108,0,0
OTU361,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Saprospiraceae_unknown_Haliscomenobacter,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Saprospiraceae,unknown,Haliscomenobacter,,0.002032826,0.001324025,0.001540041,0.002797652,0.002659503,0.002323642,0.002000195,0.002431033,0.002789522,0.002562753,0.000213645,0.00140264
OTU362,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_Mucilaginibacter,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,,0.000953672,0.000762317,0.000210006,0.001628142,0.001155138,0.001757626,0.001268416,0.00073988,0.00187421,0.001578839,0.002706167,0.001732673
OTU363,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_Pedobacter,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,,0.002810822,0.002668111,0.000910024,0.003990094,0.00271323,0.003425882,0.003658894,0.002219639,0.003421523,0.003889893,0,0.004290429
OTU364,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_Solitalea,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Solitalea,,,0,0,0,0,0,0.000119161,0,0,0.000108966,0,0,0
OTU365,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_Sphingobacterium,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,,,0.000125483,0,0,0,0,0,0,0,0.000152552,0.000160172,0,0
OTU366,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_other_Arcticibacter,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,other,Arcticibacter,,0.000250966,0,0.000256674,0.000137589,0.000134318,0.000327693,0.000121963,0.000105697,0,0.00013729,0,0.000165017
OTU367,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_unknown_Arcticibacter,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,unknown,Arcticibacter,,0.004994228,0.004132563,0.009450252,0.007108787,0.004754869,0.006047426,0.00436628,0.00470352,0.005230353,0.005056861,0.000925794,0.003877888
OTU368,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_unknown_Nubsella,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,unknown,Nubsella,,0.000426643,0.000441342,0.000373343,0,0.000241773,0.000297903,0,0.000264243,0.000392277,0.00013729,0,0.000165017
OTU369,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_unknown_Pedobacter,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,unknown,Pedobacter,,0,0,0,0,0,0,0,0,0.000108966,0.00013729,0,0
OTU370,Bacteroidetes_Sphingobacteriia_Sphingobacteriales_Sphingobacteriaceae_unknown_Solitalea,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,unknown,Solitalea,,0.000401546,0.000561708,0.000256674,0.000665016,0.000564137,0.000685176,0.000609816,0.00036994,0.000675587,0.000823742,0.000249252,0.000247525
OTU371,Caldiserica_Caldisericia_Caldisericales_Caldisericaceae_other_Caldisericum,Caldiserica,Caldisericia,Caldisericales,Caldisericaceae,other,Caldisericum,,0.000125483,0.000180549,0.000373343,0,0,0,0.000146356,0,0,0,0.000320467,0.000165017
OTU372,Caldiserica_Caldisericia_Caldisericales_Caldisericaceae_unknown_Caldisericum,Caldiserica,Caldisericia,Caldisericales,Caldisericaceae,unknown,Caldisericum,,0.000351353,0.00060183,0.001096696,0.000114658,0,0.000119161,0.000195141,0.00018497,0.000283311,0.000228817,0.00014243,0.000577558
OTU373,Candidatus Saccharibacteria_Saccharibacteria_genera_incertae_sedis_Saccharibacteria_genera_incertae_sedis_Saccharibacteria_genera_incertae_sedis_Saccharibacteria_genera_incertae_sedis,Candidatus Saccharibacteria,Saccharibacteria,genera,incertae,sedis,Saccharibacteria,genera,0.003011595,0.002908843,0.002053388,0.002751789,0.003411686,0.003127979,0.001756269,0.002748124,0.003138212,0.003363613,0.004557755,0.002475248
OTU374,Candidatus Saccharibacteria_Saccharibacteria_genera_incertae_sedis_Saccharibacteria_genera_incertae_sedis_Saccharibacteria_genera_incertae_sedis_unknown_Saccharibacteria_genera_incertae_sedis,Candidatus Saccharibacteria,Saccharibacteria,genera,incertae,sedis,Saccharibacteria,genera,0.000376449,0.00020061,0.000210006,0.000229316,0.000671592,0.000417064,0.000536638,0.000475637,0.000588415,0.00066357,0.00014243,0.000330033
OTU375,Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_Chlorobaculum,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobaculum,,,0,0,0,0,0.000107455,0,0,0,0,0,0,0
OTU376,Chlorobi_Chlorobia_Chlorobiales_Chlorobiaceae_unknown_Chloroherpeton,Chlorobi,Chlorobia,Chlorobiales,Chlorobiaceae,unknown,Chloroherpeton,,0.000953672,0.001905794,0.001166698,0.000596221,0.000268637,0.000238322,0.000756171,0.000977698,0.000588415,0.000755097,0.016343826,0.000330033
OTU377,Chloroflexi_Anaerolineae_Anaerolineales_Anaerolineaceae_Anaerolinea,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,,,0.000351353,0.000140427,0.000466679,0.000114658,0,0.000178742,0.000292711,0.00036994,0,0.000251699,0,0
OTU378,Chloroflexi_Anaerolineae_Anaerolineales_Anaerolineaceae_Bellilinea,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Bellilinea,,,0.000602319,0.000120366,0.000256674,0,0,0,0.000439067,0.000449213,0.000130759,0,0,0.000165017
OTU379,Chloroflexi_Anaerolineae_Anaerolineales_Anaerolineaceae_Leptolinea,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Leptolinea,,,0.00022587,0,0.000256674,0,0.000188046,0,0.000146356,0.00018497,0,0,0,0
OTU380,Chloroflexi_Anaerolineae_Anaerolineales_Anaerolineaceae_Levilinea,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Levilinea,,,0.00015058,0.000140427,0.001493373,0.000137589,0,0,0,0.000264243,0.000152552,0,0,0
OTU381,Chloroflexi_Anaerolineae_Anaerolineales_Anaerolineaceae_Longilinea,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Longilinea,,,0.000326256,0.000280854,0.000490013,0.000114658,0.000134318,0,0.000195141,0.000687031,0.000174345,0.00013729,0.000213645,0
OTU382,Chloroflexi_Anaerolineae_Anaerolineales_Anaerolineaceae_other_Bellilinea,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,other,Bellilinea,,0,0.000280854,0.000583349,0.000114658,0,0,0.000121963,0.000132121,0.000239725,0.000114409,0,0
OTU383,Chloroflexi_Anaerolineae_Anaerolineales_Anaerolineaceae_other_Levilinea,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,other,Levilinea,,0.000276063,0.00040122,0.000326675,0.000366905,0.000349228,0.000238322,0.000365889,0.00036994,0.000305104,0.000251699,0,0.000330033
OTU384,Chloroflexi_Anaerolineae_Anaerolineales_Anaerolineaceae_unknown_Anaerolinea,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,unknown,Anaerolinea,,0.00022587,0.000100305,0.000583349,0,0.000214909,0.000148951,0.000146356,0.00018497,0.000196138,0.000114409,0,0
OTU385,Chloroflexi_Anaerolineae_Anaerolineales_Anaerolineaceae_unknown_Bellilinea,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,unknown,Bellilinea,,0.003463334,0.004313112,0.00861023,0.002132636,0.002175957,0.001966158,0.003049078,0.003329458,0.001896003,0.002562753,0.00028486,0.00140264
OTU386,Chloroflexi_Anaerolineae_Anaerolineales_Anaerolineaceae_unknown_Leptolinea,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,unknown,Leptolinea,,0.000501932,0.000260793,0.000793354,0.000802605,0.000349228,0.000417064,0.000609816,0.001268365,0.000479449,0.000366108,0.000249252,0.000165017
OTU387,Chloroflexi_Anaerolineae_Anaerolineales_Anaerolineaceae_unknown_Levilinea,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,unknown,Levilinea,,0.004768358,0.002708233,0.006346836,0.001857457,0.002310275,0.001936368,0.003780857,0.0035937,0.002135728,0.001967828,0.000178037,0.001815182
OTU388,Chloroflexi_Anaerolineae_Anaerolineales_Anaerolineaceae_unknown_Longilinea,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,unknown,Longilinea,,0.002183406,0.001645001,0.004480119,0.002499541,0.001665547,0.001251192,0.00251244,0.004122186,0.001721658,0.001670366,0,0.001072607
OTU389,Chloroflexi_Ardenticatenia_Ardenticatenales_Ardenticatenaceae_other_Ardenticatena,Chloroflexi,Ardenticatenia,Ardenticatenales,Ardenticatenaceae,other,Ardenticatena,,0,0.000180549,0.000326675,0,0,0,0,0,0,0,0,0
OTU390,Chloroflexi_Ardenticatenia_Ardenticatenales_Ardenticatenaceae_unknown_Ardenticatena,Chloroflexi,Ardenticatenia,Ardenticatenales,Ardenticatenaceae,unknown,Ardenticatena,,0.001204638,0.001945916,0.001190032,0.000779673,0.000537273,0.000714967,0.001244024,0.000872001,0.000523035,0.00052628,0,0.000247525
OTU391,Chloroflexi_Caldilineae_Caldilineales_Caldilineaceae_Caldilinea,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Caldilinea,,,0.00015058,0.00020061,0.000186672,0.000206384,0.00051041,0.000297903,0.000170748,0.000264243,0.000392277,0.000457634,0,0.000165017
OTU392,Chloroflexi_Caldilineae_Caldilineales_Caldilineaceae_Litorilinea,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,Litorilinea,,,0.000401546,0.000120366,0.000466679,0.000481563,0.000537273,0.000268112,0.000585423,0.000502061,0.000239725,0.000205936,0,0
OTU393,Chloroflexi_Caldilineae_Caldilineales_Caldilineaceae_other_Caldilinea,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,other,Caldilinea,,0,0.00020061,0,0,0,0,0.000146356,0.00018497,0,0,0,0
OTU394,Chloroflexi_Caldilineae_Caldilineales_Caldilineaceae_other_Litorilinea,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,other,Litorilinea,,0.000100386,0.000240732,0.000140004,0.000114658,0,0,0.000121963,0,0.000108966,0.00013729,0,0.000165017
OTU395,Chloroflexi_Caldilineae_Caldilineales_Caldilineaceae_unknown_Caldilinea,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,unknown,Caldilinea,,0.000250966,0.000240732,0.000140004,0.000481563,0.000617864,0.000476644,0.00056103,0.000713455,0.000217931,0.000388989,0,0.000165017
OTU396,Chloroflexi_Caldilineae_Caldilineales_Caldilineaceae_unknown_Litorilinea,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,unknown,Litorilinea,,0.001254831,0.000902744,0.000513347,0.000756742,0.000591001,0.000804337,0.001365987,0.001189092,0.000566622,0.000617807,0.000106822,0.00049505
OTU397,Chloroflexi_Chloroflexia_Chloroflexales_Chloroflexaceae_Roseiflexus,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,Roseiflexus,,,0.000577222,0,0.00023334,0.000596221,0.000564137,0.000714967,0.000804957,0.000475637,0.000719174,0.000777979,0,0.000330033
OTU398,Chloroflexi_Chloroflexia_Chloroflexales_Chloroflexaceae_unknown_Heliothrix,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,unknown,Heliothrix,,0.000100386,0.000120366,0,0.000206384,0.000268637,0.000327693,0.000170748,0.000211394,0.000196138,0.000320344,0,0.000412541
OTU399,Chloroflexi_Chloroflexia_Chloroflexales_Chloroflexaceae_unknown_Roseiflexus,Chloroflexi,Chloroflexia,Chloroflexales,Chloroflexaceae,unknown,Roseiflexus,,0.001104251,0.000902744,0.000956692,0.001926252,0.001370047,0.001787417,0.001146453,0.000898425,0.001656279,0.001807656,0,0.000907591
OTU400,Chloroflexi_Dehalococcoidetes_Dehalogenimonas_Dehalogenimonas_Dehalogenimonas,Chloroflexi,Dehalococcoidetes,Dehalogenimonas,Dehalogenimonas,Dehalogenimonas,,,0.000652512,0.000421281,0.00088669,0,0.000107455,0,0.000390282,0.00036994,0.000239725,0,0,0
OTU401,Chloroflexi_Dehalococcoidetes_Dehalogenimonas_Dehalogenimonas_other_Dehalogenimonas,Chloroflexi,Dehalococcoidetes,Dehalogenimonas,Dehalogenimonas,other,Dehalogenimonas,,0,0,0.000163338,0,0,0,0,0,0,0,0,0
OTU402,Chloroflexi_Dehalococcoidetes_Dehalogenimonas_Dehalogenimonas_unknown_Dehalogenimonas,Chloroflexi,Dehalococcoidetes,Dehalogenimonas,Dehalogenimonas,unknown,Dehalogenimonas,,0.001806957,0.004252929,0.002986746,0.000206384,0.000241773,0.000238322,0.001268416,0.000845577,0.000479449,0.000388989,0,0.000165017
