OTU#,Genus RDP,Kingdom,Phylum,Class ,Order,Family,Genus ,Species,Sample1,Sample2,Sample3,Sample4,Sample5,Sample6,Sample7,Sample8,Sample9,Sample10,Sample11,Sample12 
OTU1186,Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_unknown_Geopsychrobacter,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,unknown,Geopsychrobacter,,0.003162174,0.004092441,0.005273474,0.001123647,0.001020819,0.000595806,0.001292809,0.001849699,0.001242209,0.001006796,0.000213645,0.000247525
OTU1187,Proteobacteria_Deltaproteobacteria_Desulfuromonadales_Geobacteraceae_unknown_Geothermobacter,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Geobacteraceae,unknown,Geothermobacter,,0.002333986,0.002226769,0.002496733,0.001352963,0.00131632,0.000744757,0.001853839,0.002087517,0.00076276,0.000594925,0.000356075,0.000907591
OTU1188,Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacteraceae_Anaeromyxobacter,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Anaeromyxobacter,,,0.004969131,0.002688172,0.005180138,0.002591268,0.002793821,0.001787417,0.005415162,0.005892612,0.003726627,0.002951742,0.000213645,0.00140264
OTU1189,Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacteraceae_Hyalangium,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Hyalangium,,,0,0,0,0.000114658,0,0,0,0,0.000108966,0,0,0
OTU1190,Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacteraceae_Stigmatella,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,Stigmatella,,,0.000250966,0.000140427,0.000186672,0.000229316,0.000188046,0.000238322,0.000219534,0.000581334,0.000239725,0,0.000106822,0.00049505
OTU1191,Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacteraceae_other_Anaeromyxobacter,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,other,Anaeromyxobacter,,0.001179541,0.001604879,0.003336756,0.000894331,0.000429819,0.000327693,0.001195239,0.001321213,0.000610208,0.000366108,0.00014243,0.000577558
OTU1192,Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacteraceae_other_Archangium,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,other,Archangium,,0,0.000160488,0,0,0,0,0,0.000132121,0,0.00013729,0,0
OTU1193,Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacteraceae_other_Hyalangium,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,other,Hyalangium,,0,0.000100305,0.000140004,0.000137589,0,0,0.000292711,0.000158546,0.000108966,0.00013729,0.00014243,0
OTU1194,Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacteraceae_other_Melittangium,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,other,Melittangium,,0.000200773,0,0.000163338,0,0,0,0,0.00018497,0.000174345,0.000114409,0.000178037,0
OTU1195,Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacteraceae_other_Stigmatella,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,other,Stigmatella,,0.000777995,0.001243781,0.000513347,0.000275179,0.000241773,0.000417064,0.000365889,0.000607758,0.000261518,0.000274581,0.000605327,0
OTU1196,Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacteraceae_unknown_Anaeromyxobacter,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,unknown,Anaeromyxobacter,,0.009059881,0.01139464,0.019833862,0.00481563,0.004432505,0.003574833,0.007586106,0.009803403,0.004532973,0.003661076,0.006480558,0.001732673
OTU1197,Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacteraceae_unknown_Archangium,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,unknown,Archangium,,0.000175676,0.000180549,0,0,0,0,0.000195141,0,0,0,0,0
OTU1198,Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacteraceae_unknown_Hyalangium,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,unknown,Hyalangium,,0.000451739,0.000581769,0.000560015,0.000343974,0.000268637,0.000268112,0.000536638,0.000396364,0.000435863,0.000503398,0.000498504,0.000330033
OTU1199,Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacteraceae_unknown_Melittangium,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,unknown,Melittangium,,0.000175676,0.000120366,0.000163338,0,0,0.000178742,0,0.000211394,0.000217931,0,0,0.000165017
OTU1200,Proteobacteria_Deltaproteobacteria_Myxococcales_Cystobacteraceae_unknown_Stigmatella,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacteraceae,unknown,Stigmatella,,0.002308889,0.002928904,0.003593429,0.001077784,0.001504365,0.00110224,0.001853839,0.002325336,0.00111145,0.001212731,0.001709158,0.001320132
OTU1201,Proteobacteria_Deltaproteobacteria_Myxococcales_Haliangiaceae_unknown_Haliangium,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,unknown,Haliangium,,0,0.000280854,0.000210006,0.000206384,0.000134318,0.000148951,0.000121963,0.000158546,0.000174345,0,0.000213645,0.000165017
OTU1202,Proteobacteria_Deltaproteobacteria_Myxococcales_Kofleriaceae_Kofleria,Proteobacteria,Deltaproteobacteria,Myxococcales,Kofleriaceae,Kofleria,,,0,0,0,0,0,0,0.000146356,0,0,0,0,0
OTU1203,Proteobacteria_Deltaproteobacteria_Myxococcales_Kofleriaceae_other_Kofleria,Proteobacteria,Deltaproteobacteria,Myxococcales,Kofleriaceae,other,Kofleria,,0,0,0,0,0,0,0,0.000132121,0,0,0,0
OTU1204,Proteobacteria_Deltaproteobacteria_Myxococcales_Kofleriaceae_unknown_Kofleria,Proteobacteria,Deltaproteobacteria,Myxococcales,Kofleriaceae,unknown,Kofleria,,0.000777995,0.001324025,0.001330035,0.001261236,0.001128274,0.001221401,0.001097668,0.001268365,0.001656279,0.001441549,0.000854579,0.001072607
OTU1205,Proteobacteria_Deltaproteobacteria_Myxococcales_Labilitrichaceae_Labilithrix,Proteobacteria,Deltaproteobacteria,Myxococcales,Labilitrichaceae,Labilithrix,,,0.000301159,0.000702134,0.000396677,0.000687947,0.000967092,0.000417064,0.000536638,0.001083395,0.001024278,0.00132714,0.000462897,0.012128713
OTU1206,Proteobacteria_Deltaproteobacteria_Myxococcales_Labilitrichaceae_unknown_Labilithrix,Proteobacteria,Deltaproteobacteria,Myxococcales,Labilitrichaceae,unknown,Labilithrix,,0.000501932,0.000742256,0.000816688,0.000527426,0.000483546,0.000476644,0.000731779,0.000660607,0.000566622,0.001281377,0.002314485,0.006683168
OTU1207,Proteobacteria_Deltaproteobacteria_Myxococcales_Myxococcaceae_Angiococcus,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,Angiococcus,,,0.000426643,0,0,0,0,0,0,0,0,0,0,0
OTU1208,Proteobacteria_Deltaproteobacteria_Myxococcales_Myxococcaceae_other_Angiococcus,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,other,Angiococcus,,0.00015058,0.000120366,0,0,0.000188046,0,0.000146356,0.000132121,0,0.000160172,0.000106822,0
OTU1209,Proteobacteria_Deltaproteobacteria_Myxococcales_Myxococcaceae_other_Pyxidicoccus,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,other,Pyxidicoccus,,0,0,0.000140004,0,0,0,0,0,0,0,0,0
OTU1210,Proteobacteria_Deltaproteobacteria_Myxococcales_Myxococcaceae_unknown_Angiococcus,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,unknown,Angiococcus,,0.000828189,0.00040122,0.000490013,0.000665016,0.000456682,0.000685176,0.000512245,0.000819152,0.000457656,0.000549161,0,0.000247525
OTU1211,Proteobacteria_Deltaproteobacteria_Myxococcales_Myxococcaceae_unknown_Pyxidicoccus,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcaceae,unknown,Pyxidicoccus,,0.000250966,0.001303964,0.000210006,0.000160521,0.000241773,0.000297903,0.000121963,0.000211394,0.000152552,0.000114409,0.000249252,0.000165017
OTU1212,Proteobacteria_Deltaproteobacteria_Myxococcales_Nannocystaceae_Nannocystis,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,,,0,0,0.00011667,0,0,0,0,0,0,0,0,0
OTU1213,Proteobacteria_Deltaproteobacteria_Myxococcales_Nannocystaceae_other_Plesiocystis,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,other,Plesiocystis,,0,0.000381159,0,0,0,0,0,0,0,0,0,0
OTU1214,Proteobacteria_Deltaproteobacteria_Myxococcales_Nannocystaceae_other_Pseudenhygromyxa,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,other,Pseudenhygromyxa,,0,0.000240732,0,0,0,0,0.000146356,0,0,0,0.000106822,0
OTU1215,Proteobacteria_Deltaproteobacteria_Myxococcales_Nannocystaceae_unknown_Enhygromyxa,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,unknown,Enhygromyxa,,0,0.000120366,0,0,0,0,0,0,0.000108966,0,0,0
OTU1216,Proteobacteria_Deltaproteobacteria_Myxococcales_Nannocystaceae_unknown_Plesiocystis,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,unknown,Plesiocystis,,0.000301159,0.000180549,0.000863356,0.00029811,0.000268637,0.000268112,0.000292711,0.000211394,0.000653794,0.000183054,0.000178037,0.000330033
OTU1217,Proteobacteria_Deltaproteobacteria_Myxococcales_Nannocystaceae_unknown_Pseudenhygromyxa,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,unknown,Pseudenhygromyxa,,0.000376449,0.00060183,0.001376703,0.00029811,0.000886501,0.000506435,0.000243926,0.000422788,0.000806346,0.000755097,0.002492522,0.000660066
OTU1218,Proteobacteria_Deltaproteobacteria_Myxococcales_Phaselicystidaceae_other_Phaselicystis,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,other,Phaselicystis,,0.000200773,0.00060183,0.000210006,0,0,0,0.000219534,0.000343515,0.000108966,0,0.000178037,0
OTU1219,Proteobacteria_Deltaproteobacteria_Myxococcales_Phaselicystidaceae_unknown_Phaselicystis,Proteobacteria,Deltaproteobacteria,Myxococcales,Phaselicystidaceae,unknown,Phaselicystis,,0.000777995,0.000702134,0.001026694,0.000504495,0.000537273,0.000625596,0.001048883,0.000845577,0.000566622,0.000228817,0.000249252,0.000165017
OTU1220,Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_Byssovorax,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Byssovorax,,,0.000376449,0.000561708,0.000676685,0.001192442,0.001638684,0.001698046,0.000658601,0.00055491,0.003770213,0.001578839,0,0.001732673
OTU1221,Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_Jahnella,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Jahnella,,,0,0,0.000443345,0.000160521,0.000134318,0,0,0.000105697,0.000479449,0.000183054,0,0
OTU1222,Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_Sorangium,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Sorangium,,,0.000276063,0.000481464,0.000350009,0.000206384,0.000537273,0.000297903,0.000317104,0.00036994,0.000588415,0.000434753,0.000106822,0.00049505
OTU1223,Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_other_Byssovorax,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,other,Byssovorax,,0.000125483,0.000240732,0.000280007,0,0,0,0.000170748,0.000317091,0.000130759,0.000114409,0,0
OTU1224,Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_other_Chondromyces,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,other,Chondromyces,,0.000100386,0.000260793,0.000303341,0,0.000188046,0.000119161,0.000170748,0.000343515,0,0.000114409,0,0
OTU1225,Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_other_Jahnella,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,other,Jahnella,,0.00015058,0.000120366,0.00011667,0.000137589,0.000134318,0,0.000268319,0.000211394,0.000196138,0,0,0
OTU1226,Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_other_Sorangium,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,other,Sorangium,,0.000351353,0.000421281,0.000980026,0.000252247,0.000456682,0.000297903,0.000317104,0.000502061,0.000196138,0.000320344,0,0.000247525
OTU1227,Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_unknown_Byssovorax,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,unknown,Byssovorax,,0.001305024,0.000862622,0.001096696,0.000756742,0.001020819,0.000804337,0.001219631,0.000660607,0.001329382,0.000961032,0.000640934,0.00049505
OTU1228,Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_unknown_Chondromyces,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,unknown,Chondromyces,,0.000627416,0.000280854,0.000746687,0.000389837,0.000671592,0.000238322,0.000439067,0.00036994,0.000588415,0.000777979,0,0.000742574
OTU1229,Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_unknown_Jahnella,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,unknown,Jahnella,,0.001330121,0.001785428,0.001306702,0.001100715,0.000779046,0.000714967,0.00056103,0.000977698,0.001307588,0.00080086,0.000462897,0.000577558
OTU1230,Proteobacteria_Deltaproteobacteria_Myxococcales_Polyangiaceae_unknown_Sorangium,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,unknown,Sorangium,,0.002133213,0.002126464,0.00548348,0.002247294,0.004217596,0.002770496,0.00251244,0.001849699,0.004620146,0.003134796,0.000783364,0.004620462
OTU1231,Proteobacteria_Deltaproteobacteria_Myxococcales_Vulgatibacteraceae_other_Vulgatibacter,Proteobacteria,Deltaproteobacteria,Myxococcales,Vulgatibacteraceae,other,Vulgatibacter,,0,0.000180549,0.000186672,0.000183453,0,0,0.000121963,0.000264243,0,0,0,0
OTU1232,Proteobacteria_Deltaproteobacteria_Myxococcales_Vulgatibacteraceae_unknown_Vulgatibacter,Proteobacteria,Deltaproteobacteria,Myxococcales,Vulgatibacteraceae,unknown,Vulgatibacter,,0.000602319,0.000742256,0.001306702,0.000642084,0.000429819,0.000566015,0.000585423,0.000581334,0.000435863,0.000457634,0.000213645,0.000577558
OTU1233,Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Desulfobacca,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfobacca,,,0.000602319,0.000421281,0.000490013,0.00029811,0.000161182,0,0.000536638,0.000343515,0.000108966,0,0,0
OTU1234,Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Desulfomonile,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Desulfomonile,,,0.000276063,0.00040122,0.000466679,0,0,0,0.000170748,0.000158546,0.000108966,0,0,0
OTU1235,Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Smithella,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Smithella,,,0.003538624,0.005576954,0.014583722,0.001054852,0.000752183,0.001012869,0.001609913,0.002563154,0.001155036,0.001395785,0,0.001320132
OTU1236,Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_Syntrophus,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,Syntrophus,,,0.001882247,0.00304927,0.005810155,0.000550358,0.000671592,0.000446854,0.000951312,0.001321213,0.000828139,0.000343226,0,0.000330033
OTU1237,Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_other_Desulfobacca,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,other,Desulfobacca,,0.000175676,0.000120366,0,0.000137589,0,0,0,0.000158546,0,0,0,0
OTU1238,Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_other_Smithella,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,other,Smithella,,0.000175676,0.000320976,0.000443345,0.000160521,0.000161182,0.000148951,0.000219534,0.000449213,0.000196138,0.000320344,0,0
OTU1239,Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_unknown_Desulfobacca,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,unknown,Desulfobacca,,0.001806957,0.001785428,0.00235673,0.001146579,0.001047683,0.000923499,0.002073373,0.002272487,0.001002484,0.000869506,0,0.000825083
OTU1240,Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_unknown_Desulfomonile,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,unknown,Desulfomonile,,0.000301159,0,0.000140004,0.00029811,0.000134318,0,0.000170748,0.000264243,0.000152552,0,0,0
OTU1241,Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_unknown_Smithella,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,unknown,Smithella,,0.006223962,0.010712566,0.012670338,0.00233902,0.001719275,0.001757626,0.004171139,0.00470352,0.002528004,0.002974624,0.000356075,0.002887789
OTU1242,Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophaceae_unknown_Syntrophus,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophaceae,unknown,Syntrophus,,0.001330121,0.001444391,0.003780101,0.000206384,0.000241773,0.000268112,0.000609816,0.001083395,0.000370483,0.000388989,0,0.000330033
OTU1243,Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_Desulforhabdus,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulforhabdus,,,0.000125483,0,0,0,0,0,0,0.000132121,0,0,0,0.000165017
OTU1244,Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_Desulfovirga,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Desulfovirga,,,0.001054058,0.000441342,0.001353369,0.000573289,0.000268637,0.000268112,0.000780564,0.001162668,0.000305104,0.000251699,0,0.000247525
OTU1245,Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_Syntrophobacter,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,Syntrophobacter,,,0.000200773,0.000421281,0.000490013,0,0,0.000119161,0.000170748,0.00018497,0,0.00013729,0,0
OTU1246,Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_other_Desulforhabdus,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,other,Desulforhabdus,,0,0,0.00011667,0,0,0,0,0,0,0,0,0
OTU1247,Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_other_Desulfosoma,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,other,Desulfosoma,,0,0.000120366,0.000210006,0,0,0,0.000170748,0.00018497,0,0,0,0
OTU1248,Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_other_Desulfovirga,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,other,Desulfovirga,,0.000100386,0.000361098,0.000350009,0.000114658,0,0,0.000341497,0.000132121,0.000108966,0.000114409,0,0
OTU1249,Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_unknown_Desulfoglaeba,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,unknown,Desulfoglaeba,,0.000100386,0,0.000140004,0,0,0,0,0,0,0,0,0
OTU1250,Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_unknown_Desulforhabdus,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,unknown,Desulforhabdus,,0.00015058,0.000160488,0.000513347,0.000114658,0,0,0,0.000343515,0,0,0,0.000165017
OTU1251,Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_unknown_Desulfosoma,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,unknown,Desulfosoma,,0.000803092,0.000942866,0.001283368,0.000389837,0,0.000268112,0.000951312,0.000845577,0.000305104,0.000320344,0,0.000577558
OTU1252,Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_unknown_Desulfovirga,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,unknown,Desulfovirga,,0.001907343,0.003069331,0.002613403,0.000665016,0.000617864,0.000625596,0.001365987,0.001585456,0.000871726,0.000549161,0,0.000412541
OTU1253,Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_unknown_Syntrophobacter,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,unknown,Syntrophobacter,,0.00015058,0.000220671,0.000140004,0,0,0,0,0.000105697,0,0,0,0
OTU1254,Proteobacteria_Deltaproteobacteria_Syntrophobacterales_Syntrophobacteraceae_unknown_Thermodesulforhabdus,Proteobacteria,Deltaproteobacteria,Syntrophobacterales,Syntrophobacteraceae,unknown,Thermodesulforhabdus,,0,0,0.00011667,0,0,0,0,0,0,0,0,0
OTU1255,Proteobacteria_Deltaproteobacteria_Syntrophorhabdaceae_Syntrophorhabdaceae_Syntrophorhabdus,Proteobacteria,Deltaproteobacteria,Syntrophorhabdaceae,Syntrophorhabdaceae,Syntrophorhabdus,,,0.001305024,0.001303964,0.003873437,0,0.0002955,0,0.000609816,0.000766304,0.000305104,0.000480516,0,0.000330033
OTU1256,Proteobacteria_Deltaproteobacteria_Syntrophorhabdaceae_Syntrophorhabdaceae_other_Syntrophorhabdus,Proteobacteria,Deltaproteobacteria,Syntrophorhabdaceae,Syntrophorhabdaceae,other,Syntrophorhabdus,,0,0.000100305,0,0,0,0,0.000219534,0.000132121,0,0,0.000178037,0
OTU1257,Proteobacteria_Deltaproteobacteria_Syntrophorhabdaceae_Syntrophorhabdaceae_unknown_Syntrophorhabdus,Proteobacteria,Deltaproteobacteria,Syntrophorhabdaceae,Syntrophorhabdaceae,unknown,Syntrophorhabdus,,0.000501932,0.000521586,0.001703379,0.000183453,0.000268637,0.000268112,0.000243926,0.00018497,0.000174345,0,0.000213645,0
OTU1258,Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Arcobacter,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,,,0,0,0,0,0,0.000119161,0.000170748,0,0,0,0,0
OTU1259,Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_Sulfurospirillum,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Sulfurospirillum,,,0,0,0,0,0,0,0,0,0,0,0,0.000165017
OTU1260,Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_other_Dehalospirillum,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,other,Dehalospirillum,,0,0,0,0,0,0,0.000317104,0.000132121,0,0,0,0
OTU1261,Proteobacteria_Epsilonproteobacteria_Campylobacterales_Campylobacteraceae_unknown_Dehalospirillum,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,unknown,Dehalospirillum,,0,0,0,0,0,0,0,0.000132121,0,0,0,0
OTU1262,Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Sulfuricurvum,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfuricurvum,,,0.001305024,0.001344086,0.002613403,0.000894331,0.001155138,0.000625596,0.002170944,0.002404608,0.001634485,0.001967828,0.002741775,0.001567657
OTU1263,Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_Sulfurimonas,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas,,,0.000351353,0.000120366,0.000140004,0,0,0.000148951,0.000146356,0.000211394,0,0.000343226,0.000213645,0
OTU1264,Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_other_Wolinella,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,other,Wolinella,,0.000501932,0.000341037,0.000536681,0.000137589,0.000134318,0.000208532,0.000219534,0.000158546,0.000261518,0.000205936,0.005661587,0.000165017
OTU1265,Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_unknown_Sulfuricurvum,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,unknown,Sulfuricurvum,,0,0,0.000140004,0,0,0,0,0,0,0,0,0
OTU1266,Proteobacteria_Epsilonproteobacteria_Campylobacterales_Helicobacteraceae_unknown_Wolinella,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,unknown,Wolinella,,0.001104251,0.002989087,0.001960052,0.000343974,0.000214909,0.000327693,0.00046346,0.000396364,0.000261518,0.000320344,0.006302521,0.000165017
OTU1267,Proteobacteria_Epsilonproteobacteria_Campylobacterales_Hydrogenimonaceae_unknown_Hydrogenimonas,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Hydrogenimonaceae,unknown,Hydrogenimonas,,0,0,0,0,0,0,0,0,0.000152552,0,0,0
OTU1268,Proteobacteria_Epsilonproteobacteria_Nautiliales_Nautiliaceae_other_Nitratiruptor,Proteobacteria,Epsilonproteobacteria,Nautiliales,Nautiliaceae,other,Nitratiruptor,,0,0,0.000140004,0,0,0,0.000170748,0,0,0.000114409,0,0
OTU1269,Proteobacteria_Epsilonproteobacteria_Nautiliales_Nautiliaceae_unknown_Nitratiruptor,Proteobacteria,Epsilonproteobacteria,Nautiliales,Nautiliaceae,unknown,Nitratiruptor,,0,0,0.00011667,0.00029811,0,0,0,0,0,0,0,0
OTU1270,Proteobacteria_Epsilonproteobacteria_Nautiliales_Nautiliaceae_unknown_Thioreductor,Proteobacteria,Epsilonproteobacteria,Nautiliales,Nautiliaceae,unknown,Thioreductor,,0,0,0,0,0,0,0,0,0,0.00013729,0,0
OTU1271,Proteobacteria_Gammaproteobacteria_Acidithiobacillales_Acidithiobacillaceae_unknown_Acidithiobacillus,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,unknown,Acidithiobacillus,,0.000276063,0.000641952,0.000350009,0,0,0,0,0,0,0,0,0
OTU1272,Proteobacteria_Gammaproteobacteria_Acidithiobacillales_Thermithiobacillaceae_unknown_Thermithiobacillus,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Thermithiobacillaceae,unknown,Thermithiobacillus,,0,0,0,0,0,0,0,0,0.000130759,0,0,0
OTU1273,Proteobacteria_Gammaproteobacteria_Aeromonadales_Aeromonadaceae_Aeromonas,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,,,0,0,0,0,0,0,0,0,0,0.00013729,0,0.000247525
OTU1274,Proteobacteria_Gammaproteobacteria_Aeromonadales_Aeromonadaceae_Tolumonas,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Tolumonas,,,0.000803092,0.000421281,0.000676685,0.000229316,0.000134318,0.000119161,0.000121963,0.000290667,0.000130759,0.000205936,0,0.000165017
